date,AGG,EEM,IJS,SPY,TLT,UUP,VNQ
2011-09-07,919500,49845600,131000,209803200,11524300,6186300,1902000
2011-09-08,1169400,59110100,72300,250568200,11480900,5632300,2395000
2011-09-09,809700,76809100,109000,380195100,11492700,10893700,2436900
2011-09-12,1038000,69385300,162600,305793500,7602200,12886300,4245800
2011-09-13,701400,68090600,151700,272514700,9282400,12661100,2166300
2011-09-14,1065300,82237200,67200,319389500,11948500,7503000,2115200
2011-09-15,1046700,62836900,67100,326777200,8884000,9403600,2848800
2011-09-16,885700,46199300,88700,284528300,10053500,3597900,2019000
2011-09-19,786500,67923900,65700,241517000,13033500,8314200,1958600
2011-09-20,701600,53481200,83200,218932200,6360600,4153600,1546600
2011-09-21,1242900,105520500,59300,316251300,18687100,7469800,2825000
2011-09-22,875000,159906700,437800,513911300,25041400,12225600,4405500
2011-09-23,1113400,102748900,114400,307242500,15173800,8853000,2688200
2011-09-26,1158800,94311200,99800,260673700,15110100,8770100,2246100
2011-09-27,1287400,112508800,128500,311753900,13589600,7307900,1777600
2011-09-28,850400,80061600,91900,286696800,12642600,9008500,2241900
2011-09-29,825000,74702700,368700,298108900,12341800,4365800,2151600
2011-09-30,1020700,102866200,278900,288392300,13546400,6549200,1970600
2011-10-03,2372400,107059200,1213400,365136800,15882000,12602800,5785500
2011-10-04,1351400,111600000,272800,459177500,17301400,9702200,5508100
2011-10-05,1499100,81013800,277300,284108000,14275000,8043400,8885500
2011-10-06,1022500,140578300,109000,257800800,9681600,6071100,2513100
2011-10-07,1513800,76503200,283500,312657900,11564600,5596700,2993000
2011-10-10,711500,69649800,110400,230666300,3567600,6098700,2280500
2011-10-11,2155000,72086900,118800,209088000,7520200,3785000,2206200
2011-10-12,1120800,101798900,95500,281544900,14033400,7011400,2634100
2011-10-13,939600,57089300,140700,212538800,11263300,4061100,1850000
2011-10-14,587500,72966500,44700,211397600,8411000,6447000,1685600
2011-10-17,826700,63743000,94800,202311600,9664000,5592000,1835000
2011-10-18,958800,85366100,189700,318857900,12495600,10824400,3158600
2011-10-19,780200,52363200,53300,226601300,6629300,4863000,2348600
2011-10-20,860800,83654600,62400,262075600,7832100,6883400,1965200
2011-10-21,555300,69672700,49100,278999400,9906300,12673800,1636200
2011-10-24,867600,87934300,121100,203215600,6344500,8551800,2858800
2011-10-25,1478200,76772100,166100,268596800,11791200,7586100,2190500
2011-10-26,664200,62940200,116000,289053800,12747000,5256100,1919000
2011-10-27,960200,156301800,168500,393220200,19471400,13005800,2167600
2011-10-28,979100,59840500,147700,225906500,10127900,4652600,1971100
2011-10-31,1747000,69667800,95600,228146700,15242100,9507400,2033500
2011-11-01,1443700,91614700,308700,416565800,24400600,9132500,3614000
2011-11-02,732400,64629600,153800,244717600,13181100,3508400,2302500
2011-11-03,1116000,58912200,119600,291174800,8386700,3488100,2155400
2011-11-04,2040100,50083800,176400,249401600,7583700,2576300,1500600
2011-11-07,745300,44450000,429500,196617200,9279700,2438700,1661500
2011-11-08,949300,70276800,134300,224426300,7539400,3504900,1250100
2011-11-09,780000,111322800,149300,337982000,13004500,5592000,1950700
2011-11-10,1307800,48436000,86300,231866500,11644600,4264600,2765200
2011-11-11,1803400,48885300,38600,189924400,2483900,3606000,1796700
2011-11-14,1189600,47272600,77400,159258300,9252600,3536100,2019900
2011-11-15,787800,45852500,58100,184709400,7587500,3720400,1725800
2011-11-16,1213100,64823000,202600,235782500,7470000,5031400,1466300
2011-11-17,1670000,102951000,250600,331219600,9907900,6614900,2401000
2011-11-18,805700,51240500,61300,215580400,6792600,7932000,1924800
2011-11-21,838800,59896200,172800,229611600,7345600,4543400,2054100
2011-11-22,1051000,46355600,349300,216494900,7866300,5219800,2021300
2011-11-23,865500,65700800,88100,224329100,10129300,7065900,1728000
2011-11-25,764800,30076300,212800,99557000,4311900,6343400,680200
2011-11-28,1726100,79397700,143800,210686000,7661900,3536000,1721900
2011-11-29,1718500,52655900,76400,199241500,8952800,3047200,1794100
2011-11-30,1280300,92375400,161900,324439500,11806800,5716900,2171600
2011-12-01,1831000,46229200,118900,176954800,9647200,2867100,2356400
2011-12-02,917500,47176100,142100,221109700,7764900,3208300,1374500
2011-12-05,1063700,59551400,193200,225263900,7862800,3726200,1362900
2011-12-06,1105300,43432800,59100,178842100,8506300,2880900,2075500
2011-12-07,691000,73276600,74300,237802500,6588300,1642300,1675500
2011-12-08,1228900,86315100,117800,240862800,8800500,4189400,1642200
2011-12-09,934900,51866700,88300,209111400,9855100,3152100,1221700
2011-12-12,1220900,82239000,104200,215826100,5734600,4463600,1710100
2011-12-13,1468000,59290300,161000,245159800,8901800,7047600,1555200
2011-12-14,928500,66643900,54400,238618800,11247700,4584500,2213400
2011-12-15,3769300,82103600,107600,199109200,5438700,5480700,1268500
2011-12-16,1182000,64381200,88600,220481400,9321900,2741300,1749800
2011-12-19,1123700,56108700,232200,183903000,7845100,3798600,1366200
2011-12-20,2779500,71387400,74000,225418100,13945400,2974800,1248400
2011-12-21,930000,47572400,507300,194230900,11600100,2205100,2621500
2011-12-22,1465900,58644600,204800,119465400,5247400,1088500,1388200
2011-12-23,679700,21521600,324000,92187200,5409700,877000,2307400
2011-12-27,1090600,26198500,200300,86075700,4270300,1978500,1173200
2011-12-28,873800,39326100,83100,119107100,8302300,6855200,1359300
2011-12-29,985400,32240500,206000,123507200,4305000,5397900,948500
2011-12-30,1098300,33432400,125000,95599000,5948800,2222200,1969300
2012-01-03,1994600,72557500,809700,193697900,9076900,11581900,6177500
2012-01-04,1299200,46225600,469200,127186500,8417100,3994200,2393900
2012-01-05,856500,54383000,294300,173895000,6465800,6060500,1805000
2012-01-06,897900,50333100,125800,148050000,7348500,5033300,1337800
2012-01-09,976200,45814800,143600,99530200,5582400,5967100,1537200
2012-01-10,1002100,59620000,110800,115282000,8932500,1946300,1558300
2012-01-11,789900,47747100,80500,111540700,8634500,3701100,1407000
2012-01-12,844200,43328400,2056800,118983700,7205400,5006700,1734500
2012-01-13,765000,57195200,101800,179836200,9819000,5596100,1534700
2012-01-17,1272900,70477600,161200,132209200,5449900,4433600,1450300
2012-01-18,1216900,72674100,171800,163395200,5804000,3362100,1522000
2012-01-19,1032300,68477400,236000,126328900,8625700,8162200,1277300
2012-01-20,1032600,43400800,118600,138230200,6548200,2612900,1352900
2012-01-23,819600,62223900,171500,129295800,7274800,5025900,1238800
2012-01-24,791600,39864800,150900,103083300,5776500,2846000,1820800
2012-01-25,1559600,64939200,508600,198613200,12867600,9775700,1499400
2012-01-26,1231700,68097200,192700,184880500,7638500,4780200,1620800
2012-01-27,778100,51983800,249200,135259100,5165300,7104000,1498300
2012-01-30,1490300,43104400,209100,147311800,8388400,2236500,2355500
2012-01-31,3255900,69525300,115100,157212000,7998300,4211700,2069500
2012-02-01,1965000,82799300,528700,166234500,7925200,3585600,3222200
2012-02-02,1182200,71522900,3389000,113090400,5596900,1509400,2712600
2012-02-03,1142400,72000800,696000,160598500,12467400,6590300,2698900
2012-02-06,1854400,40208500,375000,107694500,6180600,2234400,1778100
2012-02-07,966600,47240100,686400,135528100,8794800,5194100,1985800
2012-02-08,1479600,53168200,343900,139361400,7613400,4589800,1735200
2012-02-09,1068400,44004500,223000,148602900,11477700,2764100,1438000
2012-02-10,714900,62254000,331500,167907500,7193100,5713900,1675200
2012-02-13,914800,47447900,216500,115841900,6422900,1274500,1842100
2012-02-14,876200,42652500,272200,165329500,8271200,4218500,1866500
2012-02-15,875500,51791500,140200,195195100,6846100,2198000,1969800
2012-02-16,918800,52445100,307800,186567800,9036200,8186200,2318000
2012-02-17,853700,50694200,129300,129869400,6338000,2386100,1695100
2012-02-21,1043800,46318500,196600,134042300,8338300,3000400,2815800
2012-02-22,975200,40179600,370200,124455300,7736800,2492500,2261300
2012-02-23,788400,36443800,601400,137704300,5163900,4149900,2453200
2012-02-24,1364300,37876800,327400,105539100,5676900,8854600,1810800
2012-02-27,712000,42999300,247800,145728900,8180700,7572600,2002800
2012-02-28,795300,40977700,406000,129355900,6615700,3676300,2381700
2012-02-29,1993600,72109200,295300,185934700,14235000,4824700,3013500
2012-03-01,1242600,51045600,218000,145023500,12265600,2609300,3386900
2012-03-02,863900,32352400,268900,120638300,6669600,3417700,1860100
2012-03-05,1098100,50657400,670600,140765000,6921900,3121200,1830300
2012-03-06,1056500,103961400,263900,202129900,6299700,4045400,2236400
2012-03-07,836100,45233800,233300,143692200,5567500,2678500,1367200
2012-03-08,971300,40673600,142300,116968900,7982100,2426000,1454200
2012-03-09,710900,36487700,180100,122836800,6975600,3080600,1621800
2012-03-12,1096600,31488700,121900,104003500,5280000,1342200,2644800
2012-03-13,1444700,61336000,269000,184090500,14413600,8949200,2407300
2012-03-14,1119800,59777900,100000,145163600,24515300,4204500,2280800
2012-03-15,800500,35060300,219900,165118500,14154000,2866700,1595600
2012-03-16,933900,36520100,77600,152893500,13427200,9272200,1799600
2012-03-19,1146800,30002500,261500,125291100,14011400,6392200,2106100
2012-03-20,960400,53828200,166900,121729700,9443800,3295300,1795700
2012-03-21,590700,49696000,199600,122388400,10242000,2641700,1515200
2012-03-22,666900,73056000,215200,135216700,8009800,1273700,3203400
2012-03-23,758400,31693200,107200,120521000,8465300,1801000,2495000
2012-03-26,867800,67482700,234800,120164000,8118600,8065200,1630000
2012-03-27,2551700,35627500,180700,119868500,6972300,1676200,3449500
2012-03-28,812700,55592200,101100,148562100,7886000,1145000,1573800
2012-03-29,1208100,53897700,144600,164963700,7692900,1441900,1530300
2012-03-30,1121300,48514500,171200,135486800,9467500,1650300,2059900
2012-04-02,2398400,62056300,1191100,151741100,8944000,1642900,6716800
2012-04-03,767100,58379300,138300,155806700,14774300,3016100,2338900
2012-04-04,1137200,49766700,282600,146896000,10095600,2792300,2045700
2012-04-05,749100,45579600,196100,137439400,6364100,1669100,2925300
2012-04-09,575600,42343200,188300,127555900,14374600,1963400,1126900
2012-04-10,1893900,81350300,237000,235360300,14421300,1990300,2670600
2012-04-11,1203100,45581000,143400,154133000,8713000,1157500,1917300
2012-04-12,505900,64008500,209700,154321500,9008500,2004300,1373400
2012-04-13,1103900,64221100,117000,169246700,8607700,1916100,2097600
2012-04-16,1121200,62839600,119900,147825300,7735000,1837600,1973400
2012-04-17,737600,51806300,108100,147877600,5398600,944400,1524000
2012-04-18,884300,40456400,194400,123884200,4074400,1434800,1278100
2012-04-19,618700,42080500,186600,198666700,5374300,1457400,2543700
2012-04-20,1530200,43456900,107100,143199600,5043300,2116600,1649700
2012-04-23,787100,63093800,246700,171844900,5170100,1088200,1764500
2012-04-24,627500,50567200,95500,137484200,4336600,584200,2618500
2012-04-25,982300,45739900,129200,150252200,8859500,1123800,2191000
2012-04-26,1021600,35715200,138700,136291600,5133000,1235600,1885400
2012-04-27,656600,40038100,159200,130725000,3112900,2506100,2058500
2012-04-30,881900,39795800,96000,115092200,4198400,700100,2165000
2012-05-01,772800,37657900,216900,138832200,7214300,819300,3024200
2012-05-02,1298500,35379800,326700,121081000,3565700,1063900,1801900
2012-05-03,575400,45671000,389400,143759700,3522900,714000,2099900
2012-05-04,611500,58478500,370500,193927300,6367300,1369300,1480000
2012-05-07,646100,44100000,457700,127765900,3228200,716400,1574000
2012-05-08,580200,66820200,213800,213377700,6051600,2177900,1610900
2012-05-09,930000,86829800,328100,220752500,5828900,3137000,2729800
2012-05-10,527000,48337700,349100,150600000,6300000,1127300,2346300
2012-05-11,446300,56290000,207000,153032400,5234300,992100,2780400
2012-05-14,763300,63048400,144600,163910000,8789400,3494800,2759300
2012-05-15,1187200,61529000,251000,207629300,6766400,8029300,2525400
2012-05-16,986400,82693600,121400,207265500,6462300,2850000,2051300
2012-05-17,1420700,74320200,359200,247992900,14863400,3531300,3341500
2012-05-18,1184700,75155600,291300,319615900,10137700,2897900,2888400
2012-05-21,1208500,62509500,428100,177861100,9583500,2053200,2124900
2012-05-22,1007400,52847900,7736800,197531200,12475500,5485400,1767400
2012-05-23,696000,72030300,440000,204958400,11744900,2700000,2668900
2012-05-24,938900,57707700,206400,167357600,10256200,2006300,1369500
2012-05-25,454300,47685000,100500,135465600,4723600,2210700,1383000
2012-05-29,1192100,71172100,115400,152883500,5874100,5488000,1423600
2012-05-30,547100,80092500,225400,162370400,17170800,2566700,1484000
2012-05-31,2984100,66528900,146900,196186000,31174500,3406600,2127000
2012-06-01,1851600,79955400,647300,253240900,23526000,4633900,3453800
2012-06-04,1046100,57106800,522000,202545800,11681200,2541400,3573700
2012-06-05,951100,58858400,222600,164149400,12482800,1299600,2871000
2012-06-06,1864400,55300800,324800,184202800,20806700,3597600,6758200
2012-06-07,751800,49633200,218400,184772700,18898200,2318100,2191500
2012-06-08,710200,39729500,115900,143915400,11239600,1487700,1696000
2012-06-11,516100,51800800,158300,169756100,10693800,842200,2074000
2012-06-12,482000,54033500,343600,181931800,10921700,1430100,1951500
2012-06-13,2650900,43926900,96600,172223900,11100000,1996500,1600500
2012-06-14,559200,46464200,100900,230615500,7688200,1372000,1532600
2012-06-15,1030800,63027500,79300,169444500,6421400,2414300,1319900
2012-06-18,696000,37552500,65500,131360900,6698400,1576100,1754000
2012-06-19,605500,50142100,68400,137382600,8227900,3698500,2485300
2012-06-20,1256100,58814400,81100,206451800,13720300,2013500,2001800
2012-06-21,939900,58815500,85200,205272200,9776600,2785300,3072600
2012-06-22,600200,33162400,107000,130029200,7830400,1272800,2204200
2012-06-25,2321900,44292700,116900,146375700,6113800,1872800,3700200
2012-06-26,789100,35913100,70000,141634000,5359700,783600,2121600
2012-06-27,1552600,28255200,115100,108088000,5860700,889700,1694800
2012-06-28,1180400,34183500,77900,169242100,5257800,1846800,1726500
2012-06-29,2052800,78076300,172000,212250900,8881900,3169700,2215800
2012-07-02,1994500,38509900,533500,129524500,7818500,2582300,3891600
2012-07-03,1002900,36099700,178500,80450000,5773100,642900,1586100
2012-07-05,740700,33512700,116100,126177500,5974700,1576700,1407800
2012-07-06,1520200,49424200,97200,151192100,5818300,2134600,1617000
2012-07-09,472600,34530600,180600,103780500,5647000,1315600,1785700
2012-07-10,521600,48650000,187600,167884800,4288000,1263100,1534000
2012-07-11,566400,37130100,126300,141733400,5960900,1362900,1630900
2012-07-12,382700,45106800,76800,143583200,6421000,4914600,2271800
2012-07-13,435300,37182200,85000,129642600,4175300,3152600,1484600
2012-07-16,480800,26278800,52900,97525200,5283500,1222600,1789000
2012-07-17,600200,40019400,152500,138860300,5590900,3565400,2007300
2012-07-18,470300,47417000,106100,113349700,4011000,1012900,1690200
2012-07-19,901600,44699700,65500,129847300,5246300,1243200,2365200
2012-07-20,602200,43769200,101600,142904500,6365900,2744000,1475600
2012-07-23,498200,55593300,55900,145210900,6141100,2129000,1342000
2012-07-24,521200,46775500,62400,173301200,6748800,3442300,1941200
2012-07-25,874700,34494400,207400,129122300,5328000,1060000,1350800
2012-07-26,857900,50710800,66400,156526500,6606200,2042200,1365900
2012-07-27,1010200,50860600,108200,236768900,14685100,2241100,1469300
2012-07-30,618400,41406700,74300,106782000,6025300,1311000,1370800
2012-07-31,983600,58788800,72600,120575900,7448600,1186700,1782500
2012-08-01,2480600,49853100,72300,138293800,7972000,1895900,2666100
2012-08-02,846300,50858700,81400,199556600,7972000,1220200,1637600
2012-08-03,1832400,60512600,131700,157825000,9084800,1787800,1730800
2012-08-06,1832500,37181300,86800,86326200,3673600,1869000,1768200
2012-08-07,1733100,43260000,97700,109545100,6613600,2148900,2471600
2012-08-08,550400,36569300,108400,89754700,7250700,1274700,1899300
2012-08-09,835900,34528300,48900,90291700,7553500,1609400,1324000
2012-08-10,627400,32246700,69100,99792700,4670500,691500,987000
2012-08-13,570500,40396800,123200,79426900,3543700,1348600,1448400
2012-08-14,567100,26731300,45000,102379400,7994000,1726300,1586100
2012-08-15,550000,18836100,195900,71085900,11191000,548400,1079200
2012-08-16,668300,37695800,113800,112014200,13240000,662000,1362700
